evrk_section_code,evrk_section_title,evrk_chapter_code,evrk_chapter_title,evrk_group_code,evrk_group_title,evrk_class_code,evrk_class_title,evrk_subclass_code,evrk_subclass_title,object_id
C,Apdirbamoji gamyba,16,"Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba",162,"Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",1624,Medinės taros gamyba,162410,"Padėklų, stovų ir kitų medinių pakrovimo reikmenų gamyba",578
C,Apdirbamoji gamyba,17,Popieriaus ir popieriaus gaminių gamyba,171,"Plaušienos, popieriaus ir kartono gamyba",1711,Plaušienos gamyba,171100,Plaušienos gamyba,579
C,Apdirbamoji gamyba,17,Popieriaus ir popieriaus gaminių gamyba,171,"Plaušienos, popieriaus ir kartono gamyba",1712,Popieriaus ir kartono gamyba,171200,Popieriaus ir kartono gamyba,580
C,Apdirbamoji gamyba,19,Kokso ir rafinuotų naftos produktų gamyba,192,Rafinuotų naftos produktų gamyba,1920,Rafinuotų naftos produktų gamyba,192000,Rafinuotų naftos produktų gamyba,581
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,201,"Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",2016,Pirminių plastikų gamyba,201600,Pirminių plastikų gamyba,582
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,202,Pesticidų ir kitų agrocheminių medžiagų gamyba,2020,Pesticidų ir kitų agrocheminių medžiagų gamyba,202010,Dezinfekantų gamyba,583
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,204,"Muilo ir ploviklių, valiklių ir blizgiklių, kvepalų ir tualeto priemonių gamyba",2040,"Muilo ir ploviklių, valiklių ir blizgiklių, kvepalų ir tualeto priemonių gamyba",204000,"Muilo ir ploviklių, valiklių ir blizgiklių, kvepalų ir tualeto priemonių gamyba",584
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2051,Sprogiųjų medžiagų gamyba,205100,Sprogiųjų medžiagų gamyba,585
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,205,Kitų cheminių medžiagų gamyba,2059,"Kitų, niekur kitur nepriskirtų, cheminių medžiagų gamyba",205930,"Antidetonatorių, antifrizų, skysčių hidraulinėms sistemoms gamyba",586
C,Apdirbamoji gamyba,20,Chemikalų ir chemijos produktų gamyba,206,Cheminių pluoštų gamyba,2060,Cheminių pluoštų gamyba,206000,Cheminių pluoštų gamyba,587
C,Apdirbamoji gamyba,21,Pagrindinių vaistų pramonės gaminių ir farmacinių preparatų gamyba,211,Pagrindinių vaistų pramonės gaminių gamyba,2110,Pagrindinių vaistų pramonės gaminių gamyba,211010,Narkotinių medžiagų gamyba,588
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,222,Plastikinių gaminių gamyba,2222,Plastikinių pakuočių gamyba,222200,Plastikinių pakuočių gamyba,589
C,Apdirbamoji gamyba,22,Guminių ir plastikinių gaminių gamyba,222,Plastikinių gaminių gamyba,2229,Kitų plastikinių gaminių gamyba,222900,Kitų plastikinių gaminių gamyba,590
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,230,Kitų nemetalo mineralinių produktų gamyba,2300,Kitų nemetalo mineralinių produktų gamyba,230000,Kitų nemetalo mineralinių produktų gamyba,591
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,231,Stiklo ir stiklo gaminių bei dirbinių gamyba,2319,"Kito stiklo, įskaitant skirto techninėms reikmėms, gamyba ir apdorojimas",231900,"Kito stiklo, įskaitant skirto techninėms reikmėms, gamyba ir apdorojimas",592
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,234,Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba,2349,Kitų keraminių gaminių ir dirbinių gamyba,234900,Kitų keraminių gaminių ir dirbinių gamyba,593
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,235,"Cemento, kalkių ir gipso gamyba",2350,"Cemento, kalkių ir gipso gamyba",235000,"Cemento, kalkių ir gipso gamyba",594
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,235,"Cemento, kalkių ir gipso gamyba",2351,Cemento gamyba,235100,Cemento gamyba,595
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,236,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",2361,"Betono gaminių, skirtų statybinėms reikmėms, gamyba",236100,"Betono gaminių, skirtų statybinėms reikmėms, gamyba",596
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,236,"Betono, cemento ir gipso gaminių bei dirbinių gamyba",2364,Statybinių skiedinių gamyba,236400,Statybinių skiedinių gamyba,597
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,239,Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba,2399,"Kitų, niekur kitur nepriskirtų, nemetalo mineralinių produktų gamyba",239910,"Asbestinio pluošto, verpalų ir audinių bei gaminių iš jų gamyba",598
C,Apdirbamoji gamyba,23,Kitų nemetalo mineralinių produktų gamyba,239,Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba,2399,"Kitų, niekur kitur nepriskirtų, nemetalo mineralinių produktų gamyba",239930,Mineralinių izoliacinių medžiagų gamyba,599
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,242,"Plieninių vamzdžių, vamzdelių, tuščiavidurių profilių ir susijusių jungiamųjų detalių gamyba",2420,"Plieninių vamzdžių, vamzdelių, tuščiavidurių profilių ir susijusių jungiamųjų detalių gamyba",242000,"Plieninių vamzdžių, vamzdelių, tuščiavidurių profilių ir susijusių jungiamųjų detalių gamyba",600
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,243,Kitų plieno pirminio apdirbimo gaminių gamyba,2430,Kitų plieno pirminio apdirbimo gaminių gamyba,243000,Kitų plieno pirminio apdirbimo gaminių gamyba,601
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,243,Kitų plieno pirminio apdirbimo gaminių gamyba,2433,Šaltasis formavimas ar lankstymas,243300,Šaltasis formavimas ar lankstymas,602
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,243,Kitų plieno pirminio apdirbimo gaminių gamyba,2434,Šaltasis vielos tempimas,243400,Šaltasis vielos tempimas,603
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2445,Kitų spalvotųjų metalų gamyba,244500,Kitų spalvotųjų metalų gamyba,604
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,244,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,2446,Branduolinio kuro perdirbimas,244600,Branduolinio kuro perdirbimas,605
C,Apdirbamoji gamyba,24,Pagrindinių metalų gamyba,245,Metalų liejinių gamyba,2451,Geležies liejinių gamyba,245100,Geležies liejinių gamyba,606
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",250,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",2500,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",250000,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",607
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",251,Konstrukcinių metalo gaminių gamyba,2511,Metalo konstrukcijų ir jų dalių gamyba,251100,Metalo konstrukcijų ir jų dalių gamyba,608
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",252,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",2529,"Kitų metalinių cisternų, rezervuarų ir talpyklų gamyba",252910,Metalinių talpyklų suslėgtosioms ar suskystintosioms dujoms gamyba,609
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",253,"Garo generatorių, išskyrus centrinio šildymo karšto vandens katilus, gamyba",2530,"Garo generatorių, išskyrus centrinio šildymo karšto vandens katilus, gamyba",253000,"Garo generatorių, išskyrus centrinio šildymo karšto vandens katilus, gamyba",610
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",255,"Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",2550,"Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",255000,"Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",611
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",259,Kitų metalo gaminių gamyba,2593,"Vielos gaminių, grandinių ir spyruoklių gamyba",259300,"Vielos gaminių, grandinių ir spyruoklių gamyba",612
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",259,Kitų metalo gaminių gamyba,2594,Tvirtinimo detalių ir sriegimo mašinų gaminių gamyba,259400,Tvirtinimo detalių ir sriegimo mašinų gaminių gamyba,613
C,Apdirbamoji gamyba,25,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",259,Kitų metalo gaminių gamyba,2599,"Kitų, niekur kitur nepriskirtų, metalo gaminių gamyba",259900,"Kitų, niekur kitur nepriskirtų, metalo gaminių gamyba",614
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",261,Elektroninių komponentų ir plokščių gamyba,2612,Sumontuotų elektroninių plokščių gamyba,261200,Sumontuotų elektroninių plokščių gamyba,615
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",265,"Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",2651,"Matavimo, bandymo, navigacinės ir kontrolės įrangos prietaisų ir aparatų gamyba",265140,Automatinio reguliavimo ir kontrolės prietaisų gamyba,616
C,Apdirbamoji gamyba,26,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",265,"Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",2652,Įvairių tipų laikrodžių gamyba,265200,Įvairių tipų laikrodžių gamyba,617
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,271,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",2711,"Elektros variklių, generatorių ir transformatorių gamyba",271100,"Elektros variklių, generatorių ir transformatorių gamyba",618
C,Apdirbamoji gamyba,27,Elektros įrangos gamyba,275,Buitinių aparatų ir prietaisų gamyba,2751,Buitinių elektrinių aparatų ir prietaisų gamyba,275100,Buitinių elektrinių aparatų ir prietaisų gamyba,619
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,281,Bendrosios paskirties mašinų gamyba,2813,Kitų siurblių ir kompresorių gamyba,281300,Kitų siurblių ir kompresorių gamyba,620
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2823,Įstaigos mašinų ir įrangos (išskyrus kompiuterius ir išorinę įrangą) gamyba,282300,Įstaigos mašinų ir įrangos (išskyrus kompiuterius ir išorinę įrangą) gamyba,621
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,282,Kitų bendrosios paskirties mašinų ir įrangos gamyba,2825,Nebuitinių aušinimo ir vėdinimo įrenginių gamyba,282500,Nebuitinių aušinimo ir vėdinimo įrenginių gamyba,622
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,284,Metalo formavimo įrangos ir staklių gamyba,2840,Metalo formavimo įrangos ir staklių gamyba,284000,Metalo formavimo įrangos ir staklių gamyba,623
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,284,Metalo formavimo įrangos ir staklių gamyba,2841,Metalo formavimo įrangos gamyba,284100,Metalo formavimo įrangos gamyba,624
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,284,Metalo formavimo įrangos ir staklių gamyba,2849,Kitų staklių gamyba,284900,Kitų staklių gamyba,625
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2892,"Kasybos, karjerų eksploatavimo ir statybos mašinų gamyba",289200,"Kasybos, karjerų eksploatavimo ir statybos mašinų gamyba",626
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2894,"Tekstilės, drabužių ir odos gaminių gamybos mašinų gamyba",289400,"Tekstilės, drabužių ir odos gaminių gamybos mašinų gamyba",627
C,Apdirbamoji gamyba,28,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,289,Kitų specialiosios paskirties mašinų gamyba,2899,"Kitų, niekur kitur nepriskirtų, specialiosios paskirties mašinų gamyba",289900,"Kitų, niekur kitur nepriskirtų, specialiosios paskirties mašinų gamyba",628
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,301,Įvairių tipų laivų statyba,3010,Įvairių tipų laivų statyba,301000,Įvairių tipų laivų statyba,629
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,303,Orlaivių ir erdvėlaivių bei susijusios įrangos gamyba,3030,Orlaivių ir erdvėlaivių bei susijusios įrangos gamyba,303000,Orlaivių ir erdvėlaivių bei susijusios įrangos gamyba,630
C,Apdirbamoji gamyba,30,Kitų transporto priemonių ir įrangos gamyba,309,Niekur kitur nepriskirtų transporto priemonių gamyba,3099,"Kitos, niekur kitur nepriskirtos, transporto įrangos gamyba",309900,"Kitos, niekur kitur nepriskirtos, transporto įrangos gamyba",631
C,Apdirbamoji gamyba,32,Kita gamyba,321,"Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba",3211,Monetų kalimas,321100,Monetų kalimas,632
C,Apdirbamoji gamyba,32,Kita gamyba,321,"Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba",3212,"Papuošalų, juvelyrinių ir panašių dirbinių gamyba",321200,"Papuošalų, juvelyrinių ir panašių dirbinių gamyba",633
C,Apdirbamoji gamyba,32,Kita gamyba,321,"Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba",3213,Dirbtinės bižuterijos ir panašių dirbinių gamyba,321300,Dirbtinės bižuterijos ir panašių dirbinių gamyba,634
C,Apdirbamoji gamyba,32,Kita gamyba,322,Muzikos instrumentų gamyba,3220,Muzikos instrumentų gamyba,322000,Muzikos instrumentų gamyba,635
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324000,Žaidimų ir žaislų gamyba,636
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324010,Konstravimo rinkinių gamyba,637
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324030,Medinių žaislų gamyba,638
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324040,Kimštinių žaislų gamyba,639
C,Apdirbamoji gamyba,32,Kita gamyba,324,Žaidimų ir žaislų gamyba,3240,Žaidimų ir žaislų gamyba,324050,Stalo arba kambario žaidimų gamyba,640
C,Apdirbamoji gamyba,32,Kita gamyba,325,"Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",3250,"Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",325020,Ortopedinių ir kitokių įtaisų gamyba,641
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3310,"Metalo gaminių, mašinų ir įrangos remontas",331000,"Metalo gaminių, mašinų ir įrangos remontas",642
C,Apdirbamoji gamyba,33,Mašinų ir įrangos remontas ir įrengimas,331,"Metalo gaminių, mašinų ir įrangos remontas",3314,Elektros įrangos remontas,331400,Elektros įrangos remontas,643
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",351,"Elektros energijos gamyba, perdavimas ir paskirstymas",3511,Elektros gamyba,351100,Elektros gamyba,644
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",351,"Elektros energijos gamyba, perdavimas ir paskirstymas",3512,Elektros perdavimas,351200,Elektros perdavimas,645
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",352,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,3520,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,352000,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,646
D,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",35,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",352,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,3522,Dujinio kuro paskirstymas dujotiekiais,352200,Dujinio kuro paskirstymas dujotiekiais,647
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",36,"Vandens surinkimas, valymas ir tiekimas",360,"Vandens surinkimas, valymas ir tiekimas",3600,"Vandens surinkimas, valymas ir tiekimas",360020,Vandens tiekimas pramonės įmonėms,648
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",380,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",3800,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",380000,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",649
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",381,Atliekų surinkimas,3811,Nepavojingų atliekų surinkimas,381100,Nepavojingų atliekų surinkimas,650
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",382,Atliekų tvarkymas ir šalinimas,3821,Nepavojingų atliekų tvarkymas ir šalinimas,382100,Nepavojingų atliekų tvarkymas ir šalinimas,651
E,"Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas",38,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",383,Medžiagų atgavimas,3830,Medžiagų atgavimas,383000,Medžiagų atgavimas,652
F,Statyba,41,Pastatų statyba,412,Gyvenamųjų ir negyvenamųjų pastatų statyba,4120,Gyvenamųjų ir negyvenamųjų pastatų statyba,412000,Gyvenamųjų ir negyvenamųjų pastatų statyba,653
F,Statyba,41,Pastatų statyba,412,Gyvenamųjų ir negyvenamųjų pastatų statyba,4120,Gyvenamųjų ir negyvenamųjų pastatų statyba,412010,Naujų pastatų statyba,654
F,Statyba,41,Pastatų statyba,412,Gyvenamųjų ir negyvenamųjų pastatų statyba,4120,Gyvenamųjų ir negyvenamųjų pastatų statyba,412020,"Pastatų remontas, restauravimas ir rekonstravimas",655
F,Statyba,42,Inžinerinių statinių statyba,420,Inžinerinių statinių statyba,4200,Inžinerinių statinių statyba,420000,Inžinerinių statinių statyba,656
F,Statyba,42,Inžinerinių statinių statyba,421,Kelių ir geležinkelių tiesimas,4210,Kelių ir geležinkelių tiesimas,421000,Kelių ir geležinkelių tiesimas,657
F,Statyba,42,Inžinerinių statinių statyba,421,Kelių ir geležinkelių tiesimas,4212,Geležinkelių ir požeminių geležinkelių tiesimas,421200,Geležinkelių ir požeminių geležinkelių tiesimas,658
F,Statyba,42,Inžinerinių statinių statyba,422,Komunalinių statinių statyba,4222,Komunalinių elektros ir telekomunikacijos statinių statyba,422200,Komunalinių elektros ir telekomunikacijos statinių statyba,659
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4310,Statinių nugriovimas ir statybvietės paruošimas,431000,Statinių nugriovimas ir statybvietės paruošimas,660
F,Statyba,43,Specializuota statybos veikla,431,Statinių nugriovimas ir statybvietės paruošimas,4312,Statybvietės paruošimas,431210,Paruošiamieji žemės kasimo darbai tiesiant kelius,661
F,Statyba,43,Specializuota statybos veikla,432,"Elektros, vandentiekio ir kitos įrangos įrengimas",4321,Elektros sistemų įrengimas,432120,Gaisro pavojaus ir apsaugos signalizacijos įrengimas,662
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,450,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,4500,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,450000,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,663
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,451,Variklinių transporto priemonių pardavimas,4519,Kitų variklinių transporto priemonių pardavimas,451900,Kitų variklinių transporto priemonių pardavimas,664
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,45,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,454,"Motociklų ir jų atsarginių dalių bei pagalbinių reikmenų pardavimas, techninė priežiūra ir remontas",4540,"Motociklų ir jų atsarginių dalių bei pagalbinių reikmenų pardavimas, techninė priežiūra ir remontas",454000,"Motociklų ir jų atsarginių dalių bei pagalbinių reikmenų pardavimas, techninė priežiūra ir remontas",665
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",460,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",4600,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",460000,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",666
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",461,Didmeninė prekyba už atlygį ar pagal sutartį,4614,"Mašinų, pramonės įrangos, laivų ir lėktuvų pardavimo agentų veikla",461400,"Mašinų, pramonės įrangos, laivų ir lėktuvų pardavimo agentų veikla",667
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",461,Didmeninė prekyba už atlygį ar pagal sutartį,4616,"Tekstilės, drabužių, kailių, avalynės ir odos dirbinių pardavimo agentų veikla",461600,"Tekstilės, drabužių, kailių, avalynės ir odos dirbinių pardavimo agentų veikla",668
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",462,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,4622,Gėlių ir sodinukų didmeninė prekyba,462200,Gėlių ir sodinukų didmeninė prekyba,669
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",462,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,4624,Kailių ir odų didmeninė prekyba,462400,Kailių ir odų didmeninė prekyba,670
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4632,Mėsos ir mėsos produktų didmeninė prekyba,463200,Mėsos ir mėsos produktų didmeninė prekyba,671
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4634,Gėrimų didmeninė prekyba,463400,Gėrimų didmeninė prekyba,672
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4637,"Kavos, arbatos, kakavos ir prieskonių didmeninė prekyba",463700,"Kavos, arbatos, kakavos ir prieskonių didmeninė prekyba",673
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",463,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",4638,"Kitų maisto produktų, įskaitant žuvis, vėžiagyvius ir moliuskus, didmeninė prekyba",463800,"Kitų maisto produktų, įskaitant žuvis, vėžiagyvius ir moliuskus, didmeninė prekyba",674
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4640,Namų ūkio reikmenų didmeninė prekyba,464000,Namų ūkio reikmenų didmeninė prekyba,675
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4641,Tekstilės gaminių didmeninė prekyba,464100,Tekstilės gaminių didmeninė prekyba,676
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4643,Elektrinių buitinių aparatų arba prietaisų didmeninė prekyba,464300,Elektrinių buitinių aparatų arba prietaisų didmeninė prekyba,677
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4646,Farmacijos prekių didmeninė prekyba,464600,Farmacijos prekių didmeninė prekyba,678
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",464,Namų ūkio reikmenų didmeninė prekyba,4647,"Baldų, kilimų ir apšvietimo įrangos didmeninė prekyba",464700,"Baldų, kilimų ir apšvietimo įrangos didmeninė prekyba",679
G,Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas,46,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",466,"Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",4662,Staklių didmeninė prekyba,466200,Staklių didmeninė prekyba,680
